Data da Venda,Mês,Região,Vendedor,Código Vendedor,Seção,Vendas
2018-05-23,MAI,Norte,Rodrigo,3,Livros,16452.19
2018-05-02,MAI,Norte,Roberta,4,Telefonia,1163.67
2018-01-06,JAN,Sul,Ricardo,2,Móveis,5008.65
2018-05-28,MAI,Norte,Ronaldo,8,Eletrodomésticos,18429.41
2018-04-11,ABR,Sul,Renata,5,Eletrodomésticos,19228.1
2018-01-19,JAN,Sul,Rafael,6,Games,13220.01
2018-03-29,MAR,Nordeste,Roberta,4,Telefonia,2082.31
2018-03-07,MAR,Sul,Renata,5,Informática,16223.41
2018-02-13,FEV,Norte,Roberta,4,Móveis,13248.14
2018-03-22,MAR,Nordeste,Raquel,7,Livros,11289.73
2018-05-23,MAI,Sul,Ricardo,2,Eletrônicos,5851.92
2018-03-11,MAR,Sudeste,Roberto,1,Informática,19228.1
2018-04-05,ABR,Sudeste,Ricardo,2,Telefonia,8835.53
2018-03-24,MAR,Sudeste,Renata,5,Informática,12658.07
2018-03-28,MAR,Norte,Rafael,6,Informática,1630.01
2018-02-14,FEV,Sudeste,Ronaldo,8,Eletrodomésticos,5684.12
2018-03-18,MAR,Norte,Roberta,4,Livros,1056.22
2018-04-19,ABR,Sudeste,Ricardo,2,Eletrônicos,14234.76
2018-05-25,MAI,Sudeste,Renata,5,Móveis,2340.84
2018-02-05,FEV,Nordeste,Renata,5,Telefonia,10259.46
2018-02-12,FEV,Sul,Roberto,1,Telefonia,3676.73
2018-04-08,ABR,Sul,Roberta,4,Livros,2096.73
2018-05-08,MAI,Sudeste,Roberto,1,Automotivo,4279.21
2018-01-07,JAN,Nordeste,Rodrigo,3,Informática,5163.54
2018-04-27,ABR,Sudeste,Renata,5,Móveis,5297.64
2018-01-15,JAN,Sudeste,Ronaldo,8,Telefonia,7941.62
2018-05-02,MAI,Norte,Ricardo,2,Telefonia,8544.41
2018-05-03,MAI,Sudeste,Ronaldo,8,Eletrônicos,4136.86
2018-05-27,MAI,Sudeste,Roberta,4,Eletrônicos,9688.77
2018-05-28,MAI,Sul,Roberta,4,Games,3268.43
2018-04-08,ABR,Norte,Ronaldo,8,Eletrônicos,4443.75
2018-05-11,MAI,Nordeste,Ronaldo,8,Móveis,13120.37
2018-04-26,ABR,Sul,Renata,5,Automotivo,7399.35
2018-01-24,JAN,Nordeste,Roberta,4,Eletrônicos,15842.11
2018-05-24,MAI,Sudeste,Rafael,6,Eletrodomésticos,9964.96
2018-04-28,ABR,Sudeste,Rodrigo,3,Eletrônicos,6759.38
2018-02-07,FEV,Sul,Roberta,4,Eletrodomésticos,10027.85
2018-03-08,MAR,Sul,Renata,5,Informática,6812.68
2018-02-26,FEV,Sul,Ricardo,2,Móveis,8386.98
2018-03-19,MAR,Nordeste,Rafael,6,Eletrodomésticos,9451.61
2018-03-26,MAR,Norte,Raquel,7,Eletrodomésticos,19098.7
2018-04-25,ABR,Sul,Rodrigo,3,Móveis,7538.03
2018-03-20,MAR,Sudeste,Roberta,4,Livros,13339.06
2018-05-23,MAI,Sudeste,Raquel,7,Automotivo,9266.22
2018-05-10,MAI,Nordeste,Roberto,1,Telefonia,9667.03
2018-03-02,MAR,Sudeste,Rodrigo,3,Eletrodomésticos,5104.3
2018-05-31,MAI,Sul,Rafael,6,Automotivo,3884.76
2018-02-12,FEV,Nordeste,Roberto,1,Games,4231.77
2018-04-17,ABR,Sul,Rafael,6,Móveis,2979.71
2018-04-26,ABR,Nordeste,Rodrigo,3,Eletrodomésticos,12977.02
2018-04-09,ABR,Norte,Roberto,1,Telefonia,9350.79
2018-01-28,JAN,Sudeste,Raquel,7,Informática,6501.03
2018-02-09,FEV,Norte,Renata,5,Telefonia,6631.11
2018-05-30,MAI,Sul,Ricardo,2,Eletrônicos,5367.58
2018-01-03,JAN,Sul,Roberta,4,Móveis,19228.1
2018-05-27,MAI,Norte,Renata,5,Automotivo,7366.7
2018-03-25,MAR,Sul,Renata,5,Automotivo,10402.34
2018-03-26,MAR,Nordeste,Ricardo,2,Livros,19103.2
2018-01-03,JAN,Sudeste,Ronaldo,8,Eletrodomésticos,1850.54
2018-05-13,MAI,Sudeste,Raquel,7,Games,4337.11
2018-02-15,FEV,Nordeste,Renata,5,Eletrodomésticos,17844.8
2018-05-28,MAI,Nordeste,Raquel,7,Móveis,5244.53
2018-01-19,JAN,Nordeste,Roberta,4,Informática,6077.4
2018-02-21,FEV,Norte,Renata,5,Eletrônicos,2338.44
2018-05-14,MAI,Norte,Roberto,1,Informática,6435.97
2018-02-15,FEV,Nordeste,Rodrigo,3,Telefonia,5162.27
2018-05-26,MAI,Norte,Roberto,1,Móveis,10215.38
2018-03-12,MAR,Norte,Roberto,1,Games,8074.79
2018-02-19,FEV,Norte,Rodrigo,3,Eletrônicos,13956.8
2018-02-27,FEV,Sul,Rafael,6,Livros,8081.34
2018-02-04,FEV,Sul,Renata,5,Telefonia,6144.24
2018-05-05,MAI,Norte,Ricardo,2,Móveis,4657.3
2018-01-13,JAN,Norte,Roberto,1,Móveis,9590.4
2018-01-30,JAN,Sul,Ricardo,2,Games,3697.32
2018-04-02,ABR,Nordeste,Ronaldo,8,Livros,2410.33
2018-05-06,MAI,Nordeste,Renata,5,Eletrônicos,19228.1
2018-02-26,FEV,Norte,Renata,5,Eletrodomésticos,6108.07
2018-01-10,JAN,Sul,Roberta,4,Eletrodomésticos,2302.44
2018-03-25,MAR,Sudeste,Ricardo,2,Móveis,3369.27
2018-04-07,ABR,Sudeste,Raquel,7,Automotivo,19228.1
2018-04-25,ABR,Sudeste,Ricardo,2,Informática,6813.7
2018-03-27,MAR,Nordeste,Rafael,6,Eletrodomésticos,5203.81
2018-03-29,MAR,Norte,Rafael,6,Informática,3951.73
2018-04-29,ABR,Sudeste,Ricardo,2,Informática,4859.66
2018-05-08,MAI,Sul,Raquel,7,Eletrodomésticos,5952.99
2018-03-25,MAR,Sudeste,Raquel,7,Livros,2550.38
2018-03-14,MAR,Norte,Renata,5,Informática,5070.4
2018-04-10,ABR,Sudeste,Rodrigo,3,Automotivo,3457.12
2018-03-22,MAR,Norte,Ricardo,2,Eletrodomésticos,5422.57
2018-02-26,FEV,Sudeste,Raquel,7,Games,10902.94
2018-04-02,ABR,Sudeste,Renata,5,Automotivo,4432.46
2018-05-22,MAI,Norte,Renata,5,Eletrônicos,2606.65
2018-04-11,ABR,Sudeste,Rodrigo,3,Livros,4598.07
2018-04-18,ABR,Nordeste,Roberto,1,Eletrônicos,2396.3
2018-04-28,ABR,Nordeste,Roberta,4,Móveis,7140.3
2018-04-22,ABR,Sudeste,Renata,5,Móveis,8131.32
2018-05-26,MAI,Nordeste,Ronaldo,8,Eletrônicos,2024.34
2018-01-31,JAN,Norte,Raquel,7,Móveis,14695.84
2018-01-16,JAN,Sul,Roberta,4,Automotivo,5011.71
2018-01-16,JAN,Nordeste,Ronaldo,8,Games,18780.6
2018-02-07,FEV,Sul,Renata,5,Eletrônicos,19228.1
2018-02-19,FEV,Sul,Rafael,6,Eletrônicos,5746.51
2018-01-11,JAN,Nordeste,Ronaldo,8,Automotivo,5167.49
2018-01-05,JAN,Nordeste,Ricardo,2,Informática,7455.07
2018-02-10,FEV,Nordeste,Renata,5,Informática,3438.12
2018-03-26,MAR,Sudeste,Rodrigo,3,Telefonia,3796.78
2018-05-28,MAI,Norte,Roberta,4,Eletrodomésticos,5908.0
2018-05-25,MAI,Sul,Rafael,6,Eletrônicos,8256.98
2018-04-26,ABR,Sul,Rodrigo,3,Telefonia,10090.73
2018-05-13,MAI,Sudeste,Ricardo,2,Telefonia,11416.36
2018-05-27,MAI,Norte,Roberto,1,Eletrônicos,14837.68
2018-01-24,JAN,Sul,Roberto,1,Telefonia,3967.19
2018-02-12,FEV,Sudeste,Roberto,1,Livros,2198.72
2018-05-30,MAI,Norte,Roberto,1,Automotivo,10550.94
2018-02-28,FEV,Norte,Ronaldo,8,Telefonia,14202.03
2018-05-31,MAI,Norte,Roberta,4,Games,4031.23
2018-05-27,MAI,Nordeste,Roberta,4,Móveis,2460.61
2018-02-21,FEV,Norte,Rafael,6,Livros,5955.94
2018-04-18,ABR,Sul,Rafael,6,Games,3566.7
2018-04-01,ABR,Norte,Raquel,7,Telefonia,12035.06
2018-05-17,MAI,Sul,Rafael,6,Eletrônicos,7848.67
2018-04-06,ABR,Norte,Raquel,7,Automotivo,3639.12
2018-02-14,FEV,Sul,Roberta,4,Automotivo,6456.74
2018-03-08,MAR,Nordeste,Raquel,7,Eletrodomésticos,4916.07
2018-03-13,MAR,Nordeste,Rodrigo,3,Móveis,1942.9
2018-02-25,FEV,Nordeste,Roberta,4,Games,14816.62
2018-03-17,MAR,Nordeste,Rodrigo,3,Informática,6546.87
2018-04-15,ABR,Nordeste,Rafael,6,Eletrônicos,3371.31
2018-02-23,FEV,Norte,Ricardo,2,Games,8816.94
2018-03-25,MAR,Norte,Ricardo,2,Telefonia,7651.33
2018-03-24,MAR,Sudeste,Roberto,1,Eletrônicos,8793.36
2018-05-09,MAI,Norte,Rafael,6,Eletrodomésticos,3134.2
2018-02-25,FEV,Norte,Renata,5,Games,3364.89
2018-04-26,ABR,Nordeste,Roberto,1,Eletrodomésticos,1981.29
2018-01-15,JAN,Sul,Raquel,7,Informática,1301.91
2018-04-22,ABR,Sudeste,Rodrigo,3,Automotivo,3029.72
2018-03-20,MAR,Sudeste,Raquel,7,Games,6256.25
2018-04-13,ABR,Sul,Roberto,1,Móveis,4481.59
2018-01-08,JAN,Sul,Rafael,6,Games,3344.38
2018-02-07,FEV,Norte,Renata,5,Livros,8358.17
2018-04-24,ABR,Norte,Renata,5,Livros,3372.5
2018-05-24,MAI,Norte,Rafael,6,Eletrônicos,7426.98
2018-05-10,MAI,Sul,Raquel,7,Informática,5841.7
2018-04-18,ABR,Nordeste,Roberto,1,Móveis,8603.87
2018-01-19,JAN,Sudeste,Rodrigo,3,Eletrodomésticos,11136.17
2018-01-24,JAN,Norte,Ronaldo,8,Informática,4821.4
2018-02-08,FEV,Nordeste,Rodrigo,3,Telefonia,2496.15
2018-04-22,ABR,Sul,Rafael,6,Informática,3988.3
2018-05-24,MAI,Sudeste,Roberto,1,Eletrodomésticos,14264.01
2018-04-08,ABR,Nordeste,Ronaldo,8,Games,7183.15
2018-01-05,JAN,Norte,Rafael,6,Móveis,3638.33
2018-01-16,JAN,Sul,Ricardo,2,Eletrodomésticos,2574.76
2018-01-30,JAN,Nordeste,Ricardo,2,Eletrônicos,4029.29
2018-02-23,FEV,Nordeste,Renata,5,Telefonia,11591.5
2018-03-16,MAR,Nordeste,Rafael,6,Informática,844.48
2018-05-31,MAI,Nordeste,Raquel,7,Automotivo,2890.67
2018-04-23,ABR,Sul,Roberta,4,Automotivo,19228.1
2018-01-28,JAN,Norte,Roberta,4,Eletrônicos,12472.23
2018-05-02,MAI,Nordeste,Ronaldo,8,Telefonia,6376.59
2018-01-19,JAN,Nordeste,Rodrigo,3,Games,6147.81
2018-03-27,MAR,Norte,Rodrigo,3,Eletrodomésticos,5313.19
2018-02-05,FEV,Sudeste,Ronaldo,8,Informática,6448.61
2018-04-01,ABR,Sudeste,Renata,5,Eletrônicos,2300.41
2018-04-07,ABR,Norte,Roberto,1,Automotivo,12482.39
2018-03-21,MAR,Sudeste,Renata,5,Informática,8645.1
2018-02-06,FEV,Sul,Rafael,6,Informática,3885.01
2018-02-10,FEV,Sudeste,Ronaldo,8,Livros,4751.83
2018-04-17,ABR,Nordeste,Raquel,7,Games,2124.09
2018-04-24,ABR,Sudeste,Roberta,4,Eletrônicos,3139.31
2018-01-11,JAN,Sudeste,Ronaldo,8,Games,19228.1
2018-03-12,MAR,Norte,Renata,5,Eletrônicos,3785.34
2018-01-10,JAN,Nordeste,Raquel,7,Telefonia,6949.13
2018-01-07,JAN,Sudeste,Renata,5,Livros,1948.21
2018-04-17,ABR,Norte,Ronaldo,8,Informática,5718.1
2018-02-05,FEV,Sudeste,Ricardo,2,Eletrônicos,15238.22
2018-03-09,MAR,Nordeste,Rafael,6,Games,17009.26
2018-03-09,MAR,Norte,Raquel,7,Móveis,8828.69
2018-01-05,JAN,Norte,Raquel,7,Games,3420.61
2018-04-16,ABR,Sudeste,Renata,5,Eletrodomésticos,8153.6
2018-01-03,JAN,Norte,Renata,5,Telefonia,8215.03
2018-04-24,ABR,Sudeste,Ronaldo,8,Móveis,2737.84
2018-02-28,FEV,Norte,Rafael,6,Livros,3868.61
2018-03-13,MAR,Sudeste,Renata,5,Games,4134.66
2018-02-17,FEV,Sul,Ronaldo,8,Telefonia,4484.58
2018-04-24,ABR,Sul,Ronaldo,8,Informática,8265.2
2018-02-23,FEV,Norte,Rafael,6,Games,12619.63
2018-02-13,FEV,Norte,Renata,5,Móveis,7065.06
2018-01-08,JAN,Norte,Ronaldo,8,Informática,10086.42
2018-01-03,JAN,Sudeste,Roberta,4,Livros,3335.75
2018-01-24,JAN,Nordeste,Rodrigo,3,Eletrônicos,19228.1
2018-04-13,ABR,Sul,Rafael,6,Eletrônicos,11406.75
2018-05-18,MAI,Norte,Roberto,1,Móveis,511.64
2018-04-19,ABR,Sul,Renata,5,Eletrônicos,1736.41
2018-05-18,MAI,Sul,Ronaldo,8,Eletrônicos,8388.87
2018-01-16,JAN,Sudeste,Renata,5,Informática,4208.67
2018-02-19,FEV,Sul,Ricardo,2,Automotivo,5074.1
2018-02-08,FEV,Nordeste,Roberta,4,Informática,3311.87
2018-01-25,JAN,Sul,Ricardo,2,Eletrônicos,2781.22
2018-05-09,MAI,Nordeste,Roberto,1,Informática,8200.42
2018-01-15,JAN,Nordeste,Ronaldo,8,Eletrodomésticos,4051.0
2018-02-21,FEV,Sudeste,Raquel,7,Games,4060.13
2018-01-29,JAN,Sul,Renata,5,Móveis,2336.0
2018-05-09,MAI,Sudeste,Ronaldo,8,Livros,1968.4
2018-04-12,ABR,Nordeste,Rodrigo,3,Automotivo,2831.94
2018-05-09,MAI,Nordeste,Renata,5,Móveis,9923.92
2018-04-30,ABR,Sudeste,Renata,5,Livros,6429.22
2018-04-26,ABR,Nordeste,Rafael,6,Telefonia,12487.02
2018-05-12,MAI,Nordeste,Roberta,4,Automotivo,16420.65
2018-04-14,ABR,Norte,Rafael,6,Móveis,4029.02
2018-03-08,MAR,Nordeste,Roberta,4,Eletrodomésticos,3064.53
2018-01-09,JAN,Nordeste,Rafael,6,Games,13674.39
2018-01-25,JAN,Sul,Rodrigo,3,Eletrônicos,14364.88
2018-05-27,MAI,Norte,Roberta,4,Livros,4876.39
2018-04-24,ABR,Nordeste,Raquel,7,Games,14147.22
2018-01-17,JAN,Sudeste,Rafael,6,Telefonia,1739.15
2018-03-28,MAR,Sudeste,Ricardo,2,Livros,5598.21
2018-02-27,FEV,Sudeste,Rodrigo,3,Informática,3556.59
2018-01-17,JAN,Norte,Roberta,4,Eletrônicos,2312.25
2018-03-02,MAR,Sudeste,Roberta,4,Eletrônicos,5305.04
2018-01-04,JAN,Nordeste,Raquel,7,Livros,4367.23
2018-02-03,FEV,Sudeste,Renata,5,Livros,2812.78
2018-01-31,JAN,Nordeste,Ronaldo,8,Móveis,3538.45
2018-04-04,ABR,Nordeste,Roberto,1,Telefonia,2812.5
2018-03-08,MAR,Sudeste,Renata,5,Eletrônicos,7673.99
2018-03-04,MAR,Sul,Ricardo,2,Eletrônicos,15239.28
2018-04-28,ABR,Sudeste,Rodrigo,3,Eletrodomésticos,5796.64
2018-02-26,FEV,Sul,Ricardo,2,Informática,3364.26
2018-04-17,ABR,Sul,Rodrigo,3,Telefonia,19228.1
2018-05-18,MAI,Sudeste,Raquel,7,Eletrodomésticos,3329.27
2018-03-10,MAR,Nordeste,Ronaldo,8,Automotivo,2470.25
2018-03-07,MAR,Nordeste,Rafael,6,Telefonia,5469.69
2018-01-17,JAN,Sudeste,Raquel,7,Informática,1436.7
2018-01-09,JAN,Sul,Roberta,4,Livros,9843.31
2018-04-10,ABR,Sudeste,Roberto,1,Automotivo,15323.59
2018-01-21,JAN,Norte,Rodrigo,3,Eletrodomésticos,5463.78
2018-02-13,FEV,Sudeste,Rodrigo,3,Games,15064.35
2018-03-30,MAR,Nordeste,Ricardo,2,Móveis,8236.04
2018-04-12,ABR,Sudeste,Raquel,7,Eletrônicos,4115.46
2018-01-17,JAN,Norte,Rodrigo,3,Eletrônicos,6711.62
2018-03-02,MAR,Nordeste,Raquel,7,Telefonia,7883.18
2018-05-23,MAI,Nordeste,Rafael,6,Livros,12182.02
2018-02-05,FEV,Norte,Roberto,1,Livros,17089.45
2018-05-17,MAI,Sul,Rodrigo,3,Informática,2634.02
2018-01-23,JAN,Norte,Rafael,6,Games,3764.92
2018-03-17,MAR,Nordeste,Rafael,6,Eletrônicos,3158.09
2018-03-07,MAR,Nordeste,Raquel,7,Automotivo,9120.44
2018-04-19,ABR,Sul,Rodrigo,3,Games,4945.61
2018-02-08,FEV,Sudeste,Renata,5,Informática,3024.3
2018-01-15,JAN,Norte,Raquel,7,Games,1780.46
2018-02-26,FEV,Norte,Roberto,1,Livros,7049.34
2018-01-05,JAN,Sudeste,Raquel,7,Eletrodomésticos,3158.4
2018-02-09,FEV,Nordeste,Ricardo,2,Livros,6225.59
2018-01-11,JAN,Nordeste,Ricardo,2,Eletrônicos,1337.68
2018-01-19,JAN,Sul,Ricardo,2,Telefonia,1065.02
2018-01-11,JAN,Sul,Rafael,6,Eletrônicos,6845.68
2018-04-19,ABR,Norte,Roberta,4,Móveis,11446.2
2018-03-16,MAR,Norte,Rodrigo,3,Games,13148.97
2018-02-03,FEV,Nordeste,Rodrigo,3,Games,7298.47
2018-03-30,MAR,Sul,Raquel,7,Telefonia,5495.14
2018-01-16,JAN,Norte,Renata,5,Móveis,8543.3
2018-05-25,MAI,Sudeste,Renata,5,Informática,14401.71
2018-05-05,MAI,Norte,Rafael,6,Games,2408.89
2018-01-18,JAN,Sul,Raquel,7,Automotivo,7132.45
2018-03-16,MAR,Sudeste,Rafael,6,Games,3918.86
2018-04-07,ABR,Sudeste,Roberto,1,Móveis,2628.74
2018-02-21,FEV,Sudeste,Ronaldo,8,Livros,4744.86
2018-01-31,JAN,Norte,Rodrigo,3,Automotivo,7011.56
2018-04-27,ABR,Norte,Rodrigo,3,Eletrônicos,15768.14
2018-02-12,FEV,Sul,Ronaldo,8,Games,4378.66
2018-01-26,JAN,Sul,Rafael,6,Eletrodomésticos,2339.95
2018-04-24,ABR,Sudeste,Roberto,1,Telefonia,7018.46
2018-01-18,JAN,Sul,Ricardo,2,Livros,2198.45
2018-03-08,MAR,Nordeste,Renata,5,Informática,19228.1
2018-02-07,FEV,Nordeste,Ronaldo,8,Móveis,4560.29
2018-01-14,JAN,Norte,Ricardo,2,Informática,2031.14
2018-02-13,FEV,Sudeste,Rodrigo,3,Informática,6159.25
2018-02-04,FEV,Nordeste,Renata,5,Automotivo,11565.52
2018-04-04,ABR,Sul,Roberta,4,Informática,4756.83
2018-04-15,ABR,Norte,Ronaldo,8,Móveis,12115.84
2018-02-18,FEV,Sudeste,Ricardo,2,Telefonia,11088.79
2018-01-03,JAN,Nordeste,Roberta,4,Informática,2599.73
2018-03-13,MAR,Sul,Ronaldo,8,Livros,2583.49
2018-05-06,MAI,Nordeste,Roberta,4,Telefonia,8228.7
2018-04-19,ABR,Norte,Ricardo,2,Eletrônicos,19228.1
2018-05-04,MAI,Sudeste,Renata,5,Games,11309.35
2018-05-31,MAI,Norte,Rafael,6,Telefonia,1543.69
2018-02-06,FEV,Nordeste,Roberta,4,Informática,19228.1
2018-04-23,ABR,Sudeste,Renata,5,Livros,5451.46
2018-01-14,JAN,Norte,Ronaldo,8,Móveis,12229.38
2018-05-13,MAI,Sul,Ronaldo,8,Eletrodomésticos,13060.25
2018-03-20,MAR,Norte,Renata,5,Games,3256.04
2018-02-19,FEV,Sul,Renata,5,Móveis,10110.42
2018-03-20,MAR,Sul,Rodrigo,3,Móveis,2412.45
2018-03-24,MAR,Norte,Rafael,6,Eletrônicos,8805.61
2018-05-08,MAI,Norte,Ricardo,2,Telefonia,4654.32
2018-01-26,JAN,Sudeste,Ricardo,2,Eletrônicos,11437.88
2018-04-28,ABR,Sul,Rodrigo,3,Móveis,1954.33
2018-02-28,FEV,Sudeste,Raquel,7,Eletrodomésticos,6845.85
2018-04-15,ABR,Sul,Ronaldo,8,Livros,10356.71
2018-04-20,ABR,Sudeste,Roberta,4,Informática,8784.61
2018-02-24,FEV,Sul,Roberta,4,Eletrônicos,4902.62
2018-03-22,MAR,Sul,Renata,5,Informática,6968.29
2018-05-11,MAI,Sul,Raquel,7,Móveis,2374.13
2018-04-08,ABR,Sudeste,Ricardo,2,Eletrodomésticos,1208.13
2018-05-09,MAI,Nordeste,Roberta,4,Informática,1914.77
2018-05-08,MAI,Sul,Roberto,1,Livros,11450.1
2018-03-09,MAR,Sudeste,Roberta,4,Telefonia,2362.52
2018-03-22,MAR,Sul,Ronaldo,8,Telefonia,2867.44
2018-05-23,MAI,Norte,Ricardo,2,Informática,1577.51
2018-01-22,JAN,Sudeste,Ricardo,2,Games,8021.77
2018-01-21,JAN,Sudeste,Raquel,7,Informática,1355.07
2018-03-27,MAR,Sul,Roberta,4,Automotivo,3670.6
2018-03-18,MAR,Norte,Roberto,1,Informática,17652.94
2018-05-19,MAI,Sudeste,Renata,5,Livros,1122.28
2018-02-10,FEV,Norte,Roberto,1,Automotivo,5681.34
2018-04-11,ABR,Sul,Ronaldo,8,Móveis,3491.27
2018-02-14,FEV,Sudeste,Rafael,6,Eletrônicos,3019.83
2018-04-06,ABR,Sul,Renata,5,Automotivo,3974.52
2018-03-02,MAR,Norte,Renata,5,Livros,14651.74
2018-05-07,MAI,Sul,Raquel,7,Games,9410.07
2018-04-21,ABR,Nordeste,Ronaldo,8,Telefonia,12309.2
2018-01-03,JAN,Sudeste,Rodrigo,3,Eletrônicos,4452.44
2018-01-04,JAN,Norte,Roberto,1,Eletrodomésticos,3385.97
2018-02-08,FEV,Sudeste,Ricardo,2,Telefonia,790.49
2018-05-07,MAI,Sul,Ricardo,2,Eletrodomésticos,4615.16
2018-03-03,MAR,Sul,Rodrigo,3,Telefonia,13095.55
2018-02-07,FEV,Sul,Renata,5,Móveis,4251.44
2018-03-29,MAR,Nordeste,Ricardo,2,Automotivo,2429.95
2018-02-26,FEV,Norte,Ronaldo,8,Eletrônicos,15560.38
2018-03-17,MAR,Sudeste,Roberto,1,Eletrônicos,3177.21
2018-03-29,MAR,Nordeste,Renata,5,Automotivo,5327.43
2018-04-07,ABR,Nordeste,Rodrigo,3,Livros,764.2
2018-05-26,MAI,Sudeste,Roberto,1,Eletrônicos,5346.14
2018-05-10,MAI,Sul,Rafael,6,Informática,3435.97
2018-03-16,MAR,Sul,Raquel,7,Telefonia,2516.15
2018-01-09,JAN,Norte,Rodrigo,3,Móveis,11631.69
2018-05-27,MAI,Norte,Renata,5,Games,4200.96
2018-04-18,ABR,Sul,Ricardo,2,Eletrodomésticos,5714.02
2018-02-23,FEV,Sudeste,Ronaldo,8,Eletrônicos,4864.91
2018-03-01,MAR,Sudeste,Rafael,6,Automotivo,6163.34
2018-03-24,MAR,Norte,Rodrigo,3,Games,2465.08
2018-02-12,FEV,Norte,Rafael,6,Automotivo,10467.31
2018-05-24,MAI,Norte,Ronaldo,8,Livros,3557.49
2018-04-24,ABR,Sudeste,Ronaldo,8,Livros,7332.96
2018-05-03,MAI,Sudeste,Raquel,7,Informática,14229.19
2018-05-13,MAI,Sudeste,Roberta,4,Games,5802.48
2018-05-09,MAI,Norte,Raquel,7,Informática,14023.97
2018-04-11,ABR,Norte,Ricardo,2,Automotivo,3094.14
2018-03-27,MAR,Nordeste,Roberta,4,Telefonia,2112.16
2018-05-22,MAI,Sudeste,Ronaldo,8,Móveis,1878.15
2018-03-11,MAR,Sudeste,Roberto,1,Telefonia,4540.83
2018-03-19,MAR,Sudeste,Rafael,6,Eletrodomésticos,2574.77
2018-04-09,ABR,Sul,Rafael,6,Automotivo,19228.1
2018-02-02,FEV,Norte,Rodrigo,3,Eletrodomésticos,638.59
2018-03-27,MAR,Norte,Ricardo,2,Móveis,11033.11
2018-03-21,MAR,Sul,Roberta,4,Eletrônicos,10115.21
2018-03-27,MAR,Sudeste,Ricardo,2,Telefonia,5749.27
2018-02-24,FEV,Sudeste,Renata,5,Eletrodomésticos,4124.9
2018-03-02,MAR,Sul,Ricardo,2,Informática,5439.63
2018-04-23,ABR,Sudeste,Ricardo,2,Telefonia,3284.51
2018-01-15,JAN,Norte,Roberto,1,Games,19228.1
2018-01-19,JAN,Sul,Renata,5,Games,7868.23
2018-01-05,JAN,Sul,Roberta,4,Livros,16346.69
2018-04-10,ABR,Nordeste,Rodrigo,3,Móveis,2562.63
2018-02-16,FEV,Norte,Ricardo,2,Telefonia,16101.26
2018-05-04,MAI,Sudeste,Roberta,4,Automotivo,9234.11
2018-01-16,JAN,Sul,Raquel,7,Informática,3605.32
2018-01-18,JAN,Norte,Roberta,4,Telefonia,6857.38
2018-02-20,FEV,Norte,Rodrigo,3,Informática,1669.17
2018-05-29,MAI,Nordeste,Raquel,7,Automotivo,5664.0
2018-04-13,ABR,Sul,Roberta,4,Telefonia,7822.68
2018-03-29,MAR,Sudeste,Raquel,7,Informática,18822.99
2018-02-23,FEV,Norte,Roberta,4,Móveis,18030.22
2018-01-29,JAN,Sul,Rafael,6,Móveis,6544.24
2018-03-06,MAR,Sul,Raquel,7,Informática,19228.1
2018-04-19,ABR,Nordeste,Ronaldo,8,Automotivo,4659.71
2018-04-05,ABR,Sul,Roberto,1,Automotivo,4803.9
2018-05-30,MAI,Sudeste,Renata,5,Automotivo,3788.7
2018-01-28,JAN,Norte,Ricardo,2,Eletrodomésticos,9877.96
2018-04-26,ABR,Nordeste,Ronaldo,8,Livros,3283.46
2018-01-15,JAN,Nordeste,Rodrigo,3,Livros,14828.72
2018-03-24,MAR,Sudeste,Rodrigo,3,Telefonia,4408.18
2018-04-18,ABR,Nordeste,Rafael,6,Eletrodomésticos,5839.64
2018-02-19,FEV,Sudeste,Roberta,4,Informática,7351.6
2018-05-13,MAI,Norte,Ricardo,2,Livros,5860.41
2018-03-31,MAR,Nordeste,Rodrigo,3,Móveis,1254.99
2018-02-02,FEV,Sudeste,Rodrigo,3,Eletrodomésticos,8475.95
2018-04-05,ABR,Nordeste,Raquel,7,Informática,8317.05
2018-01-19,JAN,Sul,Ronaldo,8,Telefonia,10154.21
2018-05-17,MAI,Nordeste,Rodrigo,3,Telefonia,5083.65
2018-04-17,ABR,Sul,Raquel,7,Telefonia,4091.32
2018-03-26,MAR,Sudeste,Raquel,7,Telefonia,8578.14
2018-01-24,JAN,Norte,Ronaldo,8,Telefonia,4780.19
2018-01-20,JAN,Sudeste,Renata,5,Eletrodomésticos,3326.45
2018-05-28,MAI,Sul,Roberto,1,Eletrônicos,8919.32
2018-04-02,ABR,Sul,Roberto,1,Livros,3221.37
2018-04-27,ABR,Sudeste,Ricardo,2,Livros,5761.64
2018-04-08,ABR,Nordeste,Renata,5,Telefonia,6754.26
2018-03-27,MAR,Nordeste,Rodrigo,3,Eletrodomésticos,12871.41
2018-02-27,FEV,Norte,Rodrigo,3,Móveis,7443.45
2018-05-23,MAI,Sudeste,Ricardo,2,Livros,1422.6
2018-04-25,ABR,Sul,Rafael,6,Eletrônicos,15406.51
2018-01-26,JAN,Nordeste,Ricardo,2,Eletrônicos,9692.96
2018-02-18,FEV,Nordeste,Raquel,7,Informática,8238.28
2018-02-18,FEV,Nordeste,Ronaldo,8,Games,2935.33
2018-02-25,FEV,Sudeste,Ricardo,2,Móveis,19228.1
2018-03-15,MAR,Sudeste,Rodrigo,3,Telefonia,6955.52
